Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
2,1674067869248,18/01/2023 18:51:09,1674067868848,-8,18/01/2023 10:51:08,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,832x384,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,24284,,,,,0,1,0,,,,,,Instructions,
3,1674067873219,18/01/2023 18:51:13,1674067872828,-8,18/01/2023 10:51:12,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,832x384,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3975,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674067877413,18/01/2023 18:51:17,1674067876995,-8,18/01/2023 10:51:16,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,832x384,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,8141,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1674067883147,18/01/2023 18:51:23,1674067882748,-8,18/01/2023 10:51:22,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,832x384,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,13895.000000000007,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1674067884690,18/01/2023 18:51:24,1674067884297,-8,18/01/2023 10:51:24,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,832x384,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,15444,,,AUDIO PLAY REQUESTED,4,0,1,0,,,,,,Audio Check,cura
7,1674067890730,18/01/2023 18:51:30,1674067890333,-8,18/01/2023 10:51:30,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,428x757,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,21480.000000000007,,,AUDIO PLAY REQUESTED,5,0,1,0,,,,,,Audio Check,cura
8,1674067892401,18/01/2023 18:51:32,1674067891833,-8,18/01/2023 10:51:31,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,428x757,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,22980.000000000007,,,AUDIO PLAY REQUESTED,6,0,1,0,,,,,,Audio Check,cura
9,1674067894519,18/01/2023 18:51:34,1674067894051,-8,18/01/2023 10:51:34,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,428x757,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,25198,,,AUDIO PLAY REQUESTED,7,0,1,0,,,,,,Audio Check,cura
10,1674067895347,18/01/2023 18:51:35,1674067894940,-8,18/01/2023 10:51:34,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,428x757,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,26085,,,cura,1,1,0,0,,,,,,Audio Check,cura
11,1674067898812,18/01/2023 18:51:38,1674067898387,-8,18/01/2023 10:51:38,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,428x757,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,3437,,,,,0,1,0,,,,,,Audio Check,cura
12,1674067899331,18/01/2023 18:51:39,1674067898391,-8,18/01/2023 10:51:38,92237,23,task-gkan,,26468045,BLIND,7813303,,complete,,63c83295434fc07c8cfcbf38,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,428x926,428x757,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,53881,,,,,0,1,0,,,,,,,
1,1674062173344,18/01/2023 17:16:13,1674062173170,-5,18/01/2023 12:16:13,92237,23,task-gkan,,26465897,BLIND,7812894,,complete,,63c82902400f98e34f34f3a3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1420x744,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674062186382,18/01/2023 17:16:26,1674062186062,-5,18/01/2023 12:16:26,92237,23,task-gkan,,26465897,BLIND,7812894,,complete,,63c82902400f98e34f34f3a3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1420x744,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,12862.89999999106,,,,,0,1,0,,,,,,Instructions,
3,1674062191622,18/01/2023 17:16:31,1674062191427,-5,18/01/2023 12:16:31,92237,23,task-gkan,,26465897,BLIND,7812894,,complete,,63c82902400f98e34f34f3a3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1420x744,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5357.5999999940395,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674062193922,18/01/2023 17:16:33,1674062193421,-5,18/01/2023 12:16:33,92237,23,task-gkan,,26465897,BLIND,7812894,,complete,,63c82902400f98e34f34f3a3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1420x744,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,7350.79999999702,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1674062195170,18/01/2023 17:16:35,1674062195003,-5,18/01/2023 12:16:35,92237,23,task-gkan,,26465897,BLIND,7812894,,complete,,63c82902400f98e34f34f3a3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1420x744,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1575.6000000089407,,,,,0,1,0,,,,,,Audio Check,cura
6,1674062195325,18/01/2023 17:16:35,1674062195006,-5,18/01/2023 12:16:35,92237,23,task-gkan,,26465897,BLIND,7812894,,complete,,63c82902400f98e34f34f3a3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 108.0.0.0,1440x900,1420x744,,Audio Check,10,Block 4-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,21836,,,,,0,1,0,,,,,,,
1,1674058640575,18/01/2023 16:17:20,1674058640561,-5,18/01/2023 11:17:20,92237,23,task-gkan,,26464548,BLIND,7812302,,complete,,63c81a47ec506bcfe2020670,computer,Desktop or Laptop,Chromium OS 15183.78.0,Chrome 108.0.0.0,1745x981,1745x830,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674058659171,18/01/2023 16:17:39,1674058658982,-5,18/01/2023 11:17:38,92237,23,task-gkan,,26464548,BLIND,7812302,,complete,,63c81a47ec506bcfe2020670,computer,Desktop or Laptop,Chromium OS 15183.78.0,Chrome 108.0.0.0,1745x981,1745x830,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,18265.600000000093,,,,,0,1,0,,,,,,Instructions,
3,1674058673615,18/01/2023 16:17:53,1674058673492,-5,18/01/2023 11:17:53,92237,23,task-gkan,,26464548,BLIND,7812302,,complete,,63c81a47ec506bcfe2020670,computer,Desktop or Laptop,Chromium OS 15183.78.0,Chrome 108.0.0.0,1745x981,1745x830,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,14470.799999999814,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674058675941,18/01/2023 16:17:55,1674058675964,-5,18/01/2023 11:17:55,92237,23,task-gkan,,26464548,BLIND,7812302,,complete,,63c81a47ec506bcfe2020670,computer,Desktop or Laptop,Chromium OS 15183.78.0,Chrome 108.0.0.0,1745x981,1745x830,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,16942.899999999907,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1674058677396,18/01/2023 16:17:57,1674058677417,-5,18/01/2023 11:17:57,92237,23,task-gkan,,26464548,BLIND,7812302,,complete,,63c81a47ec506bcfe2020670,computer,Desktop or Laptop,Chromium OS 15183.78.0,Chrome 108.0.0.0,1745x981,1745x830,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,18396.799999999814,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1674058679871,18/01/2023 16:17:59,1674058679896,-5,18/01/2023 11:17:59,92237,23,task-gkan,,26464548,BLIND,7812302,,complete,,63c81a47ec506bcfe2020670,computer,Desktop or Laptop,Chromium OS 15183.78.0,Chrome 108.0.0.0,1745x981,1745x830,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,20875.19999999972,,,AUDIO PLAY REQUESTED,4,0,1,0,,,,,,Audio Check,cura
7,1674058690400,18/01/2023 16:18:10,1674058690217,-5,18/01/2023 11:18:10,92237,23,task-gkan,,26464548,BLIND,7812302,,complete,,63c81a47ec506bcfe2020670,computer,Desktop or Laptop,Chromium OS 15183.78.0,Chrome 108.0.0.0,1745x981,1745x830,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,31196.799999999814,,,AUDIO PLAY REQUESTED,5,0,1,0,,,,,,Audio Check,cura
8,1674058693957,18/01/2023 16:18:13,1674058693776,-5,18/01/2023 11:18:13,92237,23,task-gkan,,26464548,BLIND,7812302,,complete,,63c81a47ec506bcfe2020670,computer,Desktop or Laptop,Chromium OS 15183.78.0,Chrome 108.0.0.0,1745x981,1745x830,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,34753.5,,,cura,1,1,0,0,,,,,,Audio Check,cura
9,1674058701060,18/01/2023 16:18:21,1674058701090,-5,18/01/2023 11:18:21,92237,23,task-gkan,,26464548,BLIND,7812302,,complete,,63c81a47ec506bcfe2020670,computer,Desktop or Laptop,Chromium OS 15183.78.0,Chrome 108.0.0.0,1745x981,1745x830,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,7255.300000000279,,,,,0,1,0,,,,,,Audio Check,cura
10,1674058701250,18/01/2023 16:18:21,1674058701101,-5,18/01/2023 11:18:21,92237,23,task-gkan,,26464548,BLIND,7812302,,complete,,63c81a47ec506bcfe2020670,computer,Desktop or Laptop,Chromium OS 15183.78.0,Chrome 108.0.0.0,1745x981,1745x830,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,60540,,,,,0,1,0,,,,,,,
1,1674055014475,18/01/2023 15:16:54,1674055013080,-5,18/01/2023 10:16:53,92237,23,task-gkan,,26462559,BLIND,7811545,,complete,,63c80cf1e786ceca7d464aaf,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x951,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674055081796,18/01/2023 15:18:01,1674055080439,-5,18/01/2023 10:18:00,92237,23,task-gkan,,26462559,BLIND,7811545,,complete,,63c80cf1e786ceca7d464aaf,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x951,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,67336,,,,,0,1,0,,,,,,Instructions,
3,1674055086123,18/01/2023 15:18:06,1674055084776,-5,18/01/2023 10:18:04,92237,23,task-gkan,,26462559,BLIND,7811545,,complete,,63c80cf1e786ceca7d464aaf,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x951,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4332,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674055088406,18/01/2023 15:18:08,1674055087072,-5,18/01/2023 10:18:07,92237,23,task-gkan,,26462559,BLIND,7811545,,complete,,63c80cf1e786ceca7d464aaf,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x951,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6626,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1674055091168,18/01/2023 15:18:11,1674055089835,-5,18/01/2023 10:18:09,92237,23,task-gkan,,26462559,BLIND,7811545,,complete,,63c80cf1e786ceca7d464aaf,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x951,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2758,,,,,0,1,0,,,,,,Audio Check,cura
6,1674055091309,18/01/2023 15:18:11,1674055089838,-5,18/01/2023 10:18:09,92237,23,task-gkan,,26462559,BLIND,7811545,,complete,,63c80cf1e786ceca7d464aaf,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x951,,Audio Check,10,Block 6-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,76758,,,,,0,1,0,,,,,,,
1,1674053728175,18/01/2023 14:55:28,1674053727995,-6,18/01/2023 08:55:27,92237,23,task-gkan,,26461888,BLIND,7811311,,complete,,63c807be990a31cfd08a09c5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1366x768,1366x705,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674053761134,18/01/2023 14:56:01,1674053761023,-6,18/01/2023 08:56:01,92237,23,task-gkan,,26461888,BLIND,7811311,,complete,,63c807be990a31cfd08a09c5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1366x768,1366x705,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,32955,,,,,0,1,0,,,,,,Instructions,
3,1674053762602,18/01/2023 14:56:02,1674053762521,-6,18/01/2023 08:56:02,92237,23,task-gkan,,26461888,BLIND,7811311,,complete,,63c807be990a31cfd08a09c5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1366x768,1366x705,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1470,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674053830792,18/01/2023 14:57:10,1674053830689,-6,18/01/2023 08:57:10,92237,23,task-gkan,,26461888,BLIND,7811311,,complete,,63c807be990a31cfd08a09c5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1366x768,1366x705,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,69635,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1674053834002,18/01/2023 14:57:14,1674053833913,-6,18/01/2023 08:57:13,92237,23,task-gkan,,26461888,BLIND,7811311,,complete,,63c807be990a31cfd08a09c5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1366x768,1366x705,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,3215,,,,,0,1,0,,,,,,Audio Check,cura
6,1674053834352,18/01/2023 14:57:14,1674053833917,-6,18/01/2023 08:57:13,92237,23,task-gkan,,26461888,BLIND,7811311,,complete,,63c807be990a31cfd08a09c5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1366x768,1366x705,,Audio Check,10,Block 7-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,105922,,,,,0,1,0,,,,,,,
1,1674024985920,18/01/2023 06:56:25,1674024985459,-7,17/01/2023 23:56:25,92237,23,task-gkan,,26452363,BLIND,7808022,,complete,,63c797b8bf1ff601f8f26236,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x722,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674025000476,18/01/2023 06:56:40,1674025000049,-7,17/01/2023 23:56:40,92237,23,task-gkan,,26452363,BLIND,7808022,,complete,,63c797b8bf1ff601f8f26236,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14494.299999952316,,,,,0,1,0,,,,,,Instructions,
3,1674025003735,18/01/2023 06:56:43,1674025003321,-7,17/01/2023 23:56:43,92237,23,task-gkan,,26452363,BLIND,7808022,,complete,,63c797b8bf1ff601f8f26236,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3246.1999999284744,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674025005635,18/01/2023 06:56:45,1674025005211,-7,17/01/2023 23:56:45,92237,23,task-gkan,,26452363,BLIND,7808022,,complete,,63c797b8bf1ff601f8f26236,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5137.100000023842,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1674025007563,18/01/2023 06:56:47,1674025007165,-7,17/01/2023 23:56:47,92237,23,task-gkan,,26452363,BLIND,7808022,,complete,,63c797b8bf1ff601f8f26236,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,7089.199999928474,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1674025010494,18/01/2023 06:56:50,1674025010093,-7,17/01/2023 23:56:50,92237,23,task-gkan,,26452363,BLIND,7808022,,complete,,63c797b8bf1ff601f8f26236,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2915.100000023842,,,,,0,1,0,,,,,,Audio Check,cura
7,1674025010684,18/01/2023 06:56:50,1674025010100,-7,17/01/2023 23:56:50,92237,23,task-gkan,,26452363,BLIND,7808022,,complete,,63c797b8bf1ff601f8f26236,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x722,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,24641,,,,,0,1,0,,,,,,,
1,1674023745028,18/01/2023 06:35:45,1674023714832,-8,17/01/2023 22:35:14,92237,23,task-gkan,,26452313,BLIND,7808012,,complete,,63c79171c90f2d615459a218,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x346,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674023763570,18/01/2023 06:36:03,1674023763439,-8,17/01/2023 22:36:03,92237,23,task-gkan,,26452313,BLIND,7808012,,complete,,63c79171c90f2d615459a218,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x346,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,48557,,,,,0,1,0,,,,,,Instructions,
3,1674023767095,18/01/2023 06:36:07,1674023766977,-8,17/01/2023 22:36:06,92237,23,task-gkan,,26452313,BLIND,7808012,,complete,,63c79171c90f2d615459a218,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x346,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1359.0000000000073,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1674023845070,18/01/2023 06:37:25,1674023844942,-8,17/01/2023 22:37:24,92237,23,task-gkan,,26452313,BLIND,7808012,,complete,,63c79171c90f2d615459a218,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x346,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
5,1674023847509,18/01/2023 06:37:27,1674023847397,-8,17/01/2023 22:37:27,92237,23,task-gkan,,26452313,BLIND,7808012,,complete,,63c79171c90f2d615459a218,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x346,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2416,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
6,1674023870989,18/01/2023 06:37:50,1674023855673,-8,17/01/2023 22:37:35,92237,23,task-gkan,,26452313,BLIND,7808012,,complete,,63c79171c90f2d615459a218,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x346,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,10692,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
7,1674023870989,18/01/2023 06:37:50,1674023859511,-8,17/01/2023 22:37:39,92237,23,task-gkan,,26452313,BLIND,7808012,,complete,,63c79171c90f2d615459a218,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x346,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,14530,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
8,1674023870989,18/01/2023 06:37:50,1674023860997,-8,17/01/2023 22:37:40,92237,23,task-gkan,,26452313,BLIND,7808012,,complete,,63c79171c90f2d615459a218,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x346,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,16015,,,cura,1,1,0,0,,,,,,Audio Check,cura
9,1674023870989,18/01/2023 06:37:50,1674023863480,-8,17/01/2023 22:37:43,92237,23,task-gkan,,26452313,BLIND,7808012,,complete,,63c79171c90f2d615459a218,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x346,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2475,,,,,0,1,0,,,,,,Audio Check,cura
10,1674023870989,18/01/2023 06:37:50,1674023863482,-8,17/01/2023 22:37:43,92237,23,task-gkan,,26452313,BLIND,7808012,,complete,,63c79171c90f2d615459a218,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x346,,Audio Check,10,Block 3-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,18540,,,,,0,1,0,,,,,,,
1,1674013791678,18/01/2023 03:49:51,1674013789935,-7,17/01/2023 20:49:49,92237,23,task-gkan,,26451925,BLIND,7807916,,complete,,63c76bf9ed8812a2d89dc984,mobile,Samsung SM-N975U1,Android 12,Chrome 108.0.0.0,869x412,789x332,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1674013808624,18/01/2023 03:50:08,1674013806923,-7,17/01/2023 20:50:06,92237,23,task-gkan,,26451925,BLIND,7807916,,complete,,63c76bf9ed8812a2d89dc984,mobile,Samsung SM-N975U1,Android 12,Chrome 108.0.0.0,869x412,789x332,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,16889.199999809265,,,,,0,1,0,,,,,,Instructions,
3,1674013810477,18/01/2023 03:50:10,1674013808789,-7,17/01/2023 20:50:08,92237,23,task-gkan,,26451925,BLIND,7807916,,complete,,63c76bf9ed8812a2d89dc984,mobile,Samsung SM-N975U1,Android 12,Chrome 108.0.0.0,869x412,789x332,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1838.1000001430511,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
